Kraj;Sprzedawca;Data zamowienia;idZamowienia;Utarg
Niemcy;Callahan;2005-04-17;10998;686.0
Niemcy;Fuller;2005-04-14;11000;903.75
Niemcy;Fuller;2005-04-14;11001;2769.0
Niemcy;Peacock;2005-04-16;11002;1811.1
Niemcy;Leverling;2005-04-08;11003;326.0
Niemcy;Leverling;2005-04-20;11004;295.38
Niemcy;Fuller;2005-04-10;11005;586.0
Niemcy;Leverling;2005-04-15;11006;329.69
Niemcy;Callahan;2005-04-13;11007;2633.9
Niemcy;Fuller;2005-04-10;11009;616.5
Niemcy;Fuller;2005-04-21;11010;645.0
Niemcy;Leverling;2005-04-13;11011;933.5
Niemcy;Davolio;2005-04-17;11012;2825.3
Niemcy;Fuller;2005-04-10;11013;361.0
Niemcy;Fuller;2005-04-15;11014;243.18
Niemcy;Fuller;2005-04-20;11015;622.35
Niemcy;Peacock;2005-04-16;11018;1575.0
Niemcy;Fuller;2005-04-16;11020;632.4
Niemcy;Leverling;2005-04-21;11021;6306.24
Niemcy;Davolio;2005-04-24;11023;1500.0
Niemcy;Peacock;2005-04-20;11024;1966.81
Niemcy;Peacock;2005-04-28;11026;1030.0
Niemcy;Davolio;2005-04-20;11027;877.72
Niemcy;Fuller;2005-04-22;11028;2160.0
Niemcy;Peacock;2005-04-27;11029;1286.8
Niemcy;Fuller;2005-04-23;11032;8902.5
Niemcy;Callahan;2005-04-27;11034;539.4
Niemcy;Fuller;2005-04-24;11035;1754.5
Niemcy;Callahan;2005-04-22;11036;1692.0
Niemcy;Davolio;2005-04-30;11038;732.6
Niemcy;Leverling;2005-04-28;11041;1773.0
Niemcy;Fuller;2005-05-01;11042;405.75
Niemcy;Peacock;2005-05-01;11044;591.6
Niemcy;Callahan;2005-04-24;11046;1485.8
Niemcy;Leverling;2005-05-01;11052;1332.0
Niemcy;Fuller;2005-04-29;11053;3055.0
Niemcy;Callahan;2005-05-01;11056;3740.0
Niemcy;Leverling;2005-05-01;11057;45.0
